Dates,IVV US Equity,IVV AU Equity,ECRPUS 1Y Index,SPXSFRCS Index,FDTRFTRL Index,USCRWTIC Index,XAU Curncy,JPYUSD Curncy,DXY Curncy,VIX Index
5/11/2022,394.39,577.81,25,4868,0.75,105.71,1852.4,0.007695,103.846,32.56
5/12/2022,393.81,570.92,25,4868,0.75,106.13,1821.82,0.007793,104.851,31.77
5/13/2022,403.41,576.97,30,4868,0.75,110.49,1811.79,0.007738,104.563,28.87
5/16/2022,401.71,581.46,30,4868,0.75,114.2,1824.14,0.007745,104.187,27.47
5/17/2022,410.03,575.63,30,4787,0.75,112.4,1815.16,0.00773,103.36,26.1
5/18/2022,393.56,581.38,30,4743,0.75,109.59,1816.6,0.007799,103.81,30.96
5/19/2022,391.1,561.87,30,4743,0.75,112.21,1841.85,0.007823,102.724,29.35
5/20/2022,391.3,559.52,30,4743,0.75,113.23,1846.5,0.00782,103.15,29.43
5/23/2022,398.61,556.3,30,4743,0.75,113.04,1853.59,0.007819,102.076,28.48
5/24/2022,395.75,555.35,30,4743,0.75,112.02,1866.45,0.007884,101.857,29.45
5/25/2022,399.25,558.14,30,4743,0.75,112.58,1853.46,0.007855,102.056,28.37
5/26/2022,407.06,561.81,30,4743,0.75,114.09,1850.63,0.007869,101.829,27.5
5/27/2022,417.25,568.79,30,4743,0.75,115.07,1853.72,0.007868,101.668,25.72
5/30/2022,417.25,584.6,30,4743,0.75,115.07,1855.23,0.007838,101.668,26.54
5/31/2022,414.87,579.79,30,4743,0.75,114.67,1837.35,0.00777,101.752,26.19
6/1/2022,411.51,577.86,30,4743,0.75,115.26,1846.6,0.007683,102.498,25.69
6/2/2022,419.26,574.81,30,4743,0.75,116.87,1868.58,0.007698,101.824,24.72
6/3/2022,412.38,577.5,30,4743,0.75,118.87,1851.19,0.007644,102.14,24.79
6/6/2022,413.62,575,30,4743,0.75,118.5,1841.43,0.007581,102.437,25.07
6/7/2022,417.46,571.4,30,4743,0.75,119.41,1852.37,0.007541,102.318,24.02
6/8/2022,412.94,577.12,30,4743,0.75,122.11,1853.36,0.007449,102.542,23.96
6/9/2022,401.99,573.8,31.5,4743,0.75,121.51,1847.95,0.007442,103.223,26.09
6/10/2022,390.13,566.75,31.5,4743,0.75,120.67,1871.6,0.007439,104.148,27.75
6/13/2022,375.13,566.75,31.5,4743,0.75,120.93,1819.26,0.007438,105.078,34.02
6/14/2022,374.13,547.88,31.5,4743,0.75,118.93,1808.49,0.007382,105.518,32.69
6/15/2022,379.46,544.79,31.5,4617,1.5,115.31,1833.82,0.007473,105.158,29.62
6/16/2022,366.99,541.3,31.5,4617,1.5,117.58,1857.33,0.007565,103.631,32.95
6/17/2022,367.66,527.94,33,4617,1.5,109.56,1839.39,0.007408,104.7,31.13
6/20/2022,367.66,530.19,33,4617,1.5,109.56,1838.74,0.007402,104.7,31.03
6/21/2022,377.01,537.32,33,4617,1.5,110.65,1832.98,0.007318,104.435,30.19
6/22/2022,376.36,539.57,33,4617,1.5,107.69,1837.72,0.00734,104.197,28.95
6/23/2022,380.13,545.82,33,4617,1.5,106.12,1822.77,0.007409,104.431,29.05
6/24/2022,392,555.27,33,4617,1.5,109.47,1826.88,0.007396,104.185,27.23
6/27/2022,390.58,566.77,33,4617,1.5,109.57,1822.85,0.007381,103.939,26.95
6/28/2022,382.61,564.91,33,4617,1.5,111.76,1820.01,0.007345,104.506,28.36
6/29/2022,382.34,556.81,33,4617,1.5,109.78,1817.73,0.007321,105.106,28.16
6/30/2022,379.15,550.93,33,4617,1.5,105.76,1807.27,0.007367,104.685,28.71
7/1/2022,383.09,548.9,33,4617,1.5,108.43,1811.43,0.007394,105.138,26.7
7/4/2022,383.09,556.87,33,4617,1.5,108.43,1808.15,0.007369,105.138,27.53
7/5/2022,383.91,559.99,33,4617,1.5,99.5,1764.76,0.007359,106.535,27.54
7/6/2022,385.28,562.06,33,4617,1.5,98.53,1738.86,0.007356,107.096,26.73
7/7/2022,390.99,565.41,33,4617,1.5,102.73,1740.16,0.007353,107.13,26.08
7/8/2022,390.68,569.66,33,4617,1.5,104.79,1742.48,0.007349,107.007,24.64
7/11/2022,386.23,567.82,33,4617,1.5,104.09,1733.96,0.007277,108.021,26.17
7/12/2022,382.76,569.95,33,4617,1.5,95.84,1726,0.007306,108.072,27.29
7/13/2022,380.8,565.37,33,4617,1.5,96.3,1735.51,0.007276,107.957,26.82
7/14/2022,379.88,561.26,33,4617,1.5,95.78,1709.94,0.007197,108.544,26.4
7/15/2022,387.13,564.68,40,4442,1.5,97.59,1708.17,0.00722,108.063,24.23
7/18/2022,384,571.68,40,4442,1.5,102.6,1709.22,0.00724,107.366,25.3
7/19/2022,394.32,561,40,4442,1.5,104.22,1711.67,0.007236,106.682,24.5
7/20/2022,396.76,572.48,40,4442,1.5,102.26,1696.58,0.007235,107.076,23.88
7/21/2022,400.81,575,40,4442,1.5,99.5,1718.81,0.00728,106.91,23.11
7/22/2022,397.24,576.23,40,4442,1.5,97.95,1727.64,0.007346,106.73,23.03
7/25/2022,397.65,573.01,40,4442,1.5,99.6,1719.78,0.007316,106.483,23.36
7/26/2022,392.93,568.68,40,4442,1.5,94.98,1717.32,0.007304,107.189,24.69
7/27/2022,403.09,570.89,40,4442,2.25,97.26,1734.19,0.007322,106.452,23.24
7/28/2022,408.21,574.18,40,4442,2.25,96.42,1755.84,0.007448,106.351,22.33
7/29/2022,414.28,585.26,40,4442,2.25,98.62,1765.94,0.007503,105.903,21.33
8/1/2022,412.95,589.38,40,4442,2.25,93.89,1772.17,0.007598,105.45,22.84
8/2/2022,410.32,589.7,40,4442,2.25,94.42,1760.39,0.007509,106.241,23.93
8/3/2022,416.72,593.05,40,4442,2.25,90.66,1765.29,0.007471,106.506,21.95
8/4/2022,416.32,596.81,40,4442,2.25,88.54,1791.28,0.007525,105.693,21.44
8/5/2022,415.59,597.8,40,4442,2.25,89.01,1775.5,0.007407,106.621,21.15
8/8/2022,415.23,598.31,40,4442,2.25,90.76,1788.96,0.00741,106.435,21.29
8/9/2022,413.49,595.2,40,4442,2.25,90.5,1794.29,0.007405,106.374,21.77
8/10/2022,422.15,592.55,40,4442,2.25,91.93,1792.38,0.007525,105.196,19.74
8/11/2022,422.3,596.32,40,4442,2.25,94.34,1789.72,0.007517,105.09,20.2
8/12/2022,429.25,593.3,50,4442,2.25,92.09,1802.4,0.007495,105.631,19.53
8/15/2022,431.14,603.69,50,4442,2.25,89.41,1779.71,0.007501,106.546,19.95
8/16/2022,432.04,611.28,50,4376,2.25,86.53,1775.69,0.007451,106.5,19.69
8/17/2022,428.79,615.49,50,4376,2.25,88.11,1761.77,0.007405,106.574,19.9
8/18/2022,430.05,616.56,50,4376,2.25,90.5,1758.61,0.007359,107.484,19.56
8/19/2022,424.36,619.09,50,4376,2.25,90.77,1747.06,0.007301,108.169,20.6
8/22/2022,415.46,610.9,50,4376,2.25,90.23,1736.3,0.007274,109.046,23.8
8/23/2022,414.54,602.83,50,4376,2.25,94.39,1748.15,0.007311,108.624,24.11
8/24/2022,415.83,598.8,50,4376,2.25,95.64,1751.19,0.007293,108.677,22.82
8/25/2022,421.69,599,50,4376,2.25,93.02,1758.71,0.007326,108.47,21.78
8/26/2022,407.28,603.66,50,4376,2.25,93.06,1738.14,0.007265,108.803,25.56
8/29/2022,404.83,587.24,50,4376,2.25,97.01,1737.09,0.007209,108.835,26.21
8/30/2022,400.19,586.42,50,4376,2.25,91.64,1724.02,0.007205,108.773,26.21
8/31/2022,397.18,582.75,50,4376,2.25,89.55,1711.04,0.007196,108.7,25.87
9/1/2022,398.54,576.93,50,4376,2.25,86.61,1697.52,0.007132,109.691,25.56
9/2/2022,394.28,584.81,50,4376,2.25,86.87,1712.19,0.007132,109.534,25.47
9/5/2022,394.28,581.14,50,4376,2.25,86.87,1710.4,0.007112,109.534,25.99
9/6/2022,392.71,580.41,50,4376,2.25,86.88,1702.14,0.007003,110.214,26.91
9/7/2022,399.82,581.84,50,4376,2.25,81.94,1718.37,0.006957,109.84,24.64
9/8/2022,402.34,592.98,50,4376,2.25,83.54,1708.46,0.006939,109.707,23.61
9/9/2022,408.76,590.11,50,4376,2.25,86.79,1716.83,0.007019,109.003,22.79
9/12/2022,413.17,595.9,50,4376,2.25,87.78,1724.54,0.007001,108.33,23.87
9/13/2022,395.14,601.19,50,4376,2.25,87.31,1702.17,0.006916,109.815,27.27
9/14/2022,396.65,586.75,50,4376,2.25,88.48,1697.32,0.006989,109.658,26.16
9/15/2022,392.07,586.86,50,4346,2.25,85.1,1665.11,0.006967,109.739,26.27
9/16/2022,389.1,579.27,50,4346,2.25,85.11,1675.06,0.006997,109.764,26.3
9/19/2022,392.13,578.18,50,4346,2.25,85.73,1675.84,0.006983,109.737,25.76
9/20/2022,387.52,584.16,50,4346,2.25,84.45,1664.89,0.006957,110.215,27.16
9/21/2022,380.91,579.8,50,4346,3,83.44,1673.89,0.006941,110.642,27.99
9/22/2022,377.69,579.8,50,4346,3,83.94,1671.22,0.007023,111.353,27.35
9/23/2022,371.42,568.57,50,4346,3,79.24,1643.94,0.006978,113.192,29.92
9/26/2022,365.87,566.28,50,4346,3,76.71,1622.36,0.006908,114.103,32.26
9/27/2022,364.93,569.2,50,4346,3,78.5,1628.9,0.006906,114.106,32.6
9/28/2022,372.02,569.8,50,4346,3,82.15,1659.97,0.006937,112.604,30.18
9/29/2022,364.37,574.07,50,4346,3,81.23,1660.54,0.006922,112.254,31.84
9/30/2022,358.65,562.9,50,4346,3,79.49,1660.61,0.006909,112.117,31.62
10/3/2022,368.14,556.53,50,4346,3,83.63,1699.89,0.006918,111.745,30.1
10/4/2022,379.41,571.79,50,4346,3,86.52,1726.13,0.006938,110.065,29.07
10/5/2022,378.52,579.9,50,4346,3,87.76,1716.26,0.006914,111.208,28.55
10/6/2022,374.78,581.52,50,4346,3,88.45,1712.53,0.00689,112.258,30.52
10/7/2022,364.33,582.46,50,4346,3,92.64,1694.82,0.006885,112.795,31.36
10/10/2022,361.62,572.86,50,4346,3,91.13,1668.61,0.006863,113.144,32.45
10/11/2022,359.14,573.89,50,4346,3,89.35,1666.34,0.006856,113.221,33.63
10/12/2022,357.98,574.5,50,4346,3,87.27,1673.19,0.006807,113.32,33.57
10/13/2022,367.51,569.95,50,4346,3,89.11,1666.37,0.006797,112.363,31.94
10/14/2022,359.09,583.35,60,4346,3,85.61,1644.47,0.006727,113.311,32.02
10/17/2022,368.33,577.95,60,4054,3,85.46,1650.09,0.00671,112.039,31.37
10/18/2022,372.55,591.74,60,4054,3,82.82,1652.22,0.0067,112.13,30.5
10/19/2022,370.1,593.18,60,4054,3,85.55,1629.44,0.006671,112.984,30.76
10/20/2022,366.95,589.29,60,4054,3,85.98,1628.02,0.00666,112.881,29.98
10/21/2022,375.81,583.3,60,4054,3,86.65,1657.69,0.006773,112.012,29.69
10/24/2022,380.43,593.04,60,4054,3,86.23,1649.78,0.006715,111.989,29.85
10/25/2022,386.54,600.53,60,4054,3,86.82,1653.17,0.00676,110.95,28.46
10/26/2022,383.62,597.68,60,4054,3,87.91,1664.57,0.006832,109.7,27.28
10/27/2022,381.58,590.85,60,4054,3,89.08,1663.31,0.006836,110.587,27.39
10/28/2022,390.53,585.95,60,4054,3,87.9,1644.86,0.006775,110.752,25.75
10/31/2022,387.79,606.31,60,4054,3,86.53,1633.56,0.006724,111.527,25.88
11/1/2022,386.25,605.36,60,4054,3,88.37,1647.98,0.006744,111.481,25.81
11/2/2022,376.35,602.51,60,4054,3.75,90,1635.24,0.006761,111.345,25.86
11/3/2022,372.57,591.53,60,4054,3.75,88.17,1629.49,0.006745,112.93,25.3
11/4/2022,377.84,587.17,60,4054,3.75,92.61,1681.87,0.00682,110.877,24.55
11/7/2022,381.53,585.88,60,4054,3.75,91.79,1675.63,0.00682,110.12,24.35
11/8/2022,383.6,588.5,60,4054,3.75,88.91,1712.42,0.006864,109.636,25.54
11/9/2022,375.77,589.71,60,4054,3.75,85.83,1706.74,0.006827,110.549,26.09
11/10/2022,396.35,585.62,60,4054,3.75,86.47,1755.45,0.007093,108.206,23.53
11/11/2022,400.17,598.48,60,4054,3.75,88.96,1771.24,0.007204,106.292,22.52
11/14/2022,396.81,596.49,60,4054,3.75,85.87,1771.4,0.007148,106.66,23.73
11/15/2022,400.18,593.45,62.5,4054,3.75,86.92,1778.94,0.00718,106.404,24.54
11/16/2022,397.24,591.18,62.5,4054,3.75,85.59,1773.87,0.007169,106.281,24.11
11/17/2022,395.9,591.55,62.5,4054,3.75,81.64,1760.44,0.007132,106.694,23.93
11/18/2022,397.78,589.71,62.5,3931,3.75,80.08,1750.68,0.007124,106.93,23.12
11/21/2022,396.26,596.25,62.5,3931,3.75,79.73,1738.05,0.007036,107.835,22.36
11/22/2022,401.72,598.54,62.5,3931,3.75,80.9,1740.25,0.00708,107.222,21.29
11/23/2022,404.12,603.45,62.5,3931,3.75,77.84,1749.68,0.007163,106.076,20.35
11/24/2022,404.12,597.8,62.5,3931,3.75,77.84,1755.24,0.007218,106.076,20.42
11/25/2022,404.09,596.77,62.5,3931,3.75,77.84,1754.93,0.007184,105.959,20.5
11/28/2022,397.69,598.82,62.5,3931,3.75,77.24,1741.36,0.007197,106.681,22.21
11/29/2022,397.01,594.35,62.5,3931,3.75,78.2,1749.85,0.007213,106.822,21.89
11/30/2022,409.32,592.47,62.5,3931,3.75,80.55,1768.52,0.007243,105.95,20.58
12/1/2022,409.15,600.83,62.5,4009,3.75,81.22,1803.1,0.00739,104.728,19.84
12/2/2022,408.71,598.65,62.5,4009,3.75,79.98,1797.63,0.007445,104.545,19.06
12/5/2022,401.35,595.53,62.5,4009,3.75,76.93,1768.68,0.007313,105.289,20.75
12/6/2022,395.61,595.99,62.5,4009,3.75,74.25,1771.04,0.007299,105.578,22.17
12/7/2022,394.85,39.35,62.5,4009,3.75,72.01,1786.27,0.007319,105.1,22.68
12/8/2022,397.95,39.1,62.5,4009,3.75,71.46,1789.14,0.007317,104.774,22.29
12/9/2022,395.01,39.09,62.5,4009,3.75,71.02,1797.32,0.007323,104.81,22.83
12/12/2022,400.55,38.8,60,4009,3.75,73.17,1781.44,0.007264,105.131,25
12/13/2022,402.01,39.42,60,4009,3.75,75.39,1810.8,0.007375,103.98,22.55
12/14/2022,399.6,39.41,60,4009,4.25,77.28,1807.32,0.007381,103.77,21.14
12/15/2022,389.7,39.15,60,4009,4.25,76.11,1776.85,0.007258,104.558,22.83
12/16/2022,384.94,38.83,60,4009,4.25,74.29,1793.08,0.007321,104.701,22.62
12/19/2022,381.74,38.4,60,4078,4.25,75.61,1787.62,0.007304,104.721,22.42
12/20/2022,382.18,38.09,65,4078,4.25,76.09,1817.94,0.007591,103.965,21.48
12/21/2022,387.88,38.33,65,4078,4.25,78.14,1814.39,0.00755,104.162,20.07
12/22/2022,382.6,38.38,65,4078,4.25,77.36,1792.52,0.007556,104.433,21.97
12/23/2022,384.59,38.22,65,4078,4.25,79.46,1798.2,0.007524,104.314,20.87
12/26/2022,384.59,38.22,65,4078,4.25,79.46,1798.2,0.007526,104.314,20.87
12/27/2022,383.11,38.22,65,4078,4.25,79.53,1813.69,0.007491,104.179,21.65
12/28/2022,378.46,37.86,65,4078,4.25,78.96,1804.35,0.007436,104.463,22.14
12/29/2022,385.01,37.4,65,4078,4.25,78.4,1814.91,0.007517,103.836,21.44
12/30/2022,384.21,37.83,65,4078,4.25,80.26,1824.02,0.007627,103.522,21.67
1/2/2023,384.21,37.83,65,4078,4.25,80.26,1824.02,0.007645,103.522,21.67
1/3/2023,382.53,37.54,65,4078,4.25,76.93,1839.48,0.007633,104.518,22.9
1/4/2023,385.51,37.48,65,4078,4.25,72.84,1854.56,0.00754,104.248,22.01
1/5/2023,381.13,37.66,65,4078,4.25,73.67,1832.89,0.007496,105.042,22.46
1/6/2023,389.83,37.72,65,4078,4.25,73.77,1865.69,0.007571,103.879,21.13
1/9/2023,389.56,37.63,65,4078,4.25,74.63,1871.81,0.007582,103.001,21.97
1/10/2023,392.36,37.46,65,4078,4.25,75.12,1877.03,0.007561,103.236,20.58
1/11/2023,397.25,37.82,65,4078,4.25,77.41,1875.69,0.00755,103.188,21.09
1/12/2023,398.8,38.29,65,4078,4.25,78.39,1897.09,0.007737,102.246,18.83
1/13/2023,400.37,38.1,65,4078,4.25,79.86,1920.23,0.007821,102.204,18.35
1/16/2023,400.37,38.21,67.5,4078,4.25,79.86,1916.02,0.007778,102.204,19.49
1/17/2023,399.63,38.12,67.5,4078,4.25,80.18,1908.69,0.007805,102.39,19.36
1/18/2023,393.33,38.11,67.5,4078,4.25,79.48,1904.11,0.007758,102.363,20.34
1/19/2023,390.53,37.92,67.5,4078,4.25,80.33,1932.24,0.007786,102.058,20.52
1/20/2023,397.7,37.67,65,4050,4.25,81.31,1926.08,0.007716,102.012,19.85
1/23/2023,402.42,37.92,65,4050,4.25,81.27,1931.04,0.007653,102.138,19.81
1/24/2023,402.15,38.14,65,4050,4.25,79.78,1937.36,0.007682,101.918,19.2
1/25/2023,402.22,37.59,65,4050,4.25,79.85,1946.11,0.007716,101.641,19.08
1/26/2023,406.64,37.59,65,4050,4.25,81.01,1929.21,0.007679,101.839,18.73
1/27/2023,407.65,37.99,65,4050,4.25,79.68,1928.04,0.007699,101.927,18.51
1/30/2023,402.47,38.18,65,4050,4.25,77.9,1923.17,0.007669,102.276,19.94
1/31/2023,408.31,38.08,65,4050,4.25,78.87,1928.36,0.007687,102.097,19.4
2/1/2023,412.67,38.39,65,4050,4.5,76.41,1950.52,0.007753,101.217,17.87
2/2/2023,418.66,38.61,65,4050,4.5,75.88,1912.72,0.007771,101.75,18.73
2/3/2023,414.35,39.29,65,4050,4.5,73.39,1864.97,0.007623,102.915,18.33
2/6/2023,411.8,39.62,65,4050,4.5,74.11,1867.48,0.007538,103.621,19.43
2/7/2023,417.12,39.65,65,4050,4.5,77.14,1873.1,0.00763,103.427,18.66
2/8/2023,412.57,39.91,65,4050,4.5,78.47,1875.49,0.007611,103.409,19.63
2/9/2023,409.07,39.62,65,4050,4.5,78.06,1861.78,0.0076,103.221,20.71
2/10/2023,409.96,39.29,65,4050,4.5,79.72,1865.57,0.007613,103.63,20.53
2/13/2023,414.78,39.37,65,4050,4.5,80.14,1853.49,0.007552,103.345,20.34
2/14/2023,414.56,39.58,65,4050,4.5,79.06,1854.31,0.00751,103.233,18.91
2/15/2023,415.88,39.67,65,4050,4.5,78.59,1836.01,0.007454,103.923,18.23
2/16/2023,410.28,40.09,65,4050,4.5,78.49,1836.36,0.007466,103.856,20.17
2/17/2023,409.14,39.75,65,4050,4.5,76.34,1842.36,0.007454,103.862,20.02
2/20/2023,409.14,39.54,65,4050,4.5,76.34,1841.38,0.007449,103.862,21.23
2/21/2023,401.03,39.33,65,4050,4.5,76.16,1835.09,0.007407,104.176,22.87
2/22/2023,400.35,39.15,60,4050,4.5,73.75,1825.39,0.007416,104.585,22.29
2/23/2023,402.46,39.24,60,4050,4.5,75.24,1822.28,0.007424,104.598,21.14
2/24/2023,398.11,39.31,60,4050,4.5,76.32,1811.04,0.007327,105.214,21.67
2/27/2023,399.5,39.58,60,4050,4.5,75.68,1817.14,0.007343,104.673,20.95
2/28/2023,397.97,39.58,60,4050,4.5,77.05,1826.92,0.007344,104.869,20.7
3/1/2023,396.55,39.31,60,4050,4.5,77.69,1836.72,0.007343,104.483,20.58
3/2/2023,399.67,39.03,60,4050,4.5,78.16,1835.87,0.007311,105.027,19.59
3/3/2023,406.08,39.4,60,4050,4.5,79.68,1856.48,0.00736,104.521,18.49
3/6/2023,406.54,40.1,60,4050,4.5,80.46,1846.86,0.007357,104.35,18.61
3/7/2023,400.13,40.41,60,4050,4.5,77.58,1813.45,0.007291,105.615,19.59
3/8/2023,400.83,40.42,60,4050,4.5,76.66,1813.8,0.00728,105.658,19.11
3/9/2023,393.41,40.33,60,4050,4.5,75.72,1831.03,0.007345,105.309,22.61
3/10/2023,387.88,39.44,60,4050,4.5,76.68,1868.26,0.007406,104.576,24.8
3/13/2023,387.07,39.38,60,4050,4.5,74.8,1913.7,0.007507,103.595,26.52
3/14/2023,393.58,38.95,60,4050,4.5,71.33,1904.01,0.00745,103.597,23.73
3/15/2023,391.16,39.22,60,4050,4.5,67.61,1918.58,0.007495,104.646,26.14
3/16/2023,397.89,39.42,60,4050,4.5,68.35,1919.52,0.007477,104.418,22.99
3/17/2023,393.17,39.51,60,4050,4.5,66.74,1989.25,0.007585,103.708,25.51
3/20/2023,397.07,39.18,60,4050,4.5,67.64,1978.84,0.007615,103.281,24.15
3/21/2023,402.23,39.53,60,4050,4.5,69.33,1940.07,0.007547,103.256,21.38
3/22/2023,395.49,40.04,60,4050,4.75,70.8,1970.11,0.007608,102.346,22.26
3/23/2023,394.84,39.28,60,4050,4.75,69.96,1993.4,0.007643,102.532,22.61
3/24/2023,397.45,39.53,60,4050,4.75,69.31,1978.21,0.00765,103.116,21.74
3/27/2023,398.14,40.13,60,4050,4.75,72.81,1956.67,0.007601,102.857,20.6
3/28/2023,397.4,39.8,65,4050,4.75,73.2,1973.54,0.00764,102.43,19.97
3/29/2023,403.15,39.85,65,4050,4.75,72.97,1964.7,0.007527,102.64,19.12
3/30/2023,405.39,40.29,65,4050,4.75,74.37,1980.37,0.007536,102.144,19.02
3/31/2023,411.08,40.46,65,4050,4.75,75.67,1969.28,0.007527,102.506,18.7
4/3/2023,412.54,40.98,65,4050,4.75,80.42,1984.65,0.007549,102.093,18.55
4/4/2023,410.43,40.63,65,4050,4.75,80.71,2020.42,0.007592,101.586,19
4/5/2023,409.46,40.61,65,4050,4.75,80.61,2020.73,0.007615,101.852,19.08
4/6/2023,411.01,40.67,65,4050,4.75,80.7,2007.91,0.007588,101.822,18.4
4/7/2023,411.01,40.67,65,4050,4.75,80.7,2007.91,0.007567,102.092,18.4
4/10/2023,411.48,40.67,65,4050,4.75,79.74,1991.48,0.007485,102.578,18.97
4/11/2023,411.47,41.07,65,4050,4.75,81.53,2003.62,0.00748,102.204,19.1
4/12/2023,409.93,41.13,65,4050,4.75,83.26,2014.93,0.007511,101.5,19.09
4/13/2023,413.09,40.79,65,4050,4.75,82.62,2039.17,0.007551,100.933,18.09
